"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002443","GO:0002443","leukocyte mediated immunity","70/699","463/18903",4.14204129681566e-24,1.71141615400247e-21,1.34210065368592e-21,"LAT2/CD40/FUT7/C1QB/RIPK3/IL18R1/CD74/SCIMP/BTK/RSAD2/NKG7/CD300A/CD8A/CD2/IL1B/FCGR1A/TYROBP/GZMB/DNASE1L3/IL2/NCR1/LILRB4/C1QC/PRF1/STAP1/IL4I1/CCL3/FCGR3A/IL9R/IL6/NCR3/CD177/C1QA/BATF/HAVCR2/NLRP3/TNFSF13/IL7R/FCER2/CD19/C3/TREM2/KIR2DL4/IGLL1/FCER1G/IGLL5/CLU/SLAMF9/KLRB1/FCGR2B/TNF/SERPING1/C1R/KLRC3/FGR/GAPT/SPON2/PTGDR/CX3CR1/CD70/KLRK1/CD1C/C1S/CD1E/KIR3DL1/IL21/CD40LG/KLRC2/HMOX1/CCR2",70
"GO:0071621","GO:0071621","granulocyte chemotaxis","38/699","130/18903",5.76888603609549e-24,2.18496558617117e-21,1.71346036124731e-21,"CCR7/CCL5/CD74/C3AR1/CXCR1/CCL7/C5AR1/CXCR2/CXCL3/IL1B/CCL13/CCL8/CXCL11/CXCL9/CXCL5/CXCL13/CSF1R/CCL4/CSF3R/CCL3/CXCL10/CXCL1/CCL23/CCL3L3/CXCL2/S100A9/CCL2/S100A8/FCER1G/CCL4L1/THBS1/XCL2/EDN1/TNFAIP6/RARRES2/S100A12/LGALS3/CCL14",38
"GO:0097530","GO:0097530","granulocyte migration","41/699","158/18903",1.46581965175855e-23,5.12473101326355e-21,4.01883833267568e-21,"CCR7/CCL5/FUT7/CD74/C3AR1/CXCR1/CCL7/C5AR1/CD300A/CXCR2/CXCL3/IL1B/CCL13/CCL8/CXCL11/CXCL9/CXCL5/CXCL13/CSF1R/CCL4/CSF3R/CCL3/CXCL10/CXCL1/CD177/CCL23/CCL3L3/CXCL2/S100A9/CCL2/S100A8/FCER1G/CCL4L1/THBS1/XCL2/EDN1/TNFAIP6/RARRES2/S100A12/LGALS3/CCL14",41
"GO:0002697","GO:0002697","regulation of immune effector process","62/699","379/18903",2.73980225021206e-23,8.89457230515273e-21,6.97516572873537e-21,"CD40/FUT7/RIPK3/NCF1/IL18R1/CD74/SCIMP/BTK/RSAD2/CD300A/IL1B/FCGR1A/CD80/TYROBP/IFNG/DNASE1L3/VSIG4/IL2/FCN1/NCR1/LILRB4/CD86/FGL2/STAP1/CFP/IL4I1/IL6/NCR3/CD177/FCRL3/BATF/HAVCR2/NLRP3/TNFSF13/IL7R/FCER2/C3/TREM2/KIR2DL4/KLRB1/FCGR2B/TNF/SERPING1/A2M/KLRC3/CFH/FGR/SPON2/CX3CR1/KLRK1/CD1C/CD1E/IL21/FFAR3/XBP1/CD40LG/LGALS3/KLRC2/HMOX1/CD244/MIR21/CCR2",62
"GO:1990266","GO:1990266","neutrophil migration","37/699","130/18903",6.47275274708693e-23,1.96124408236734e-20,1.53801689836044e-20,"CCR7/CCL5/FUT7/CD74/C3AR1/CXCR1/CCL7/C5AR1/CXCR2/CXCL3/IL1B/CCL13/CCL8/CXCL11/CXCL9/CXCL5/CXCL13/CCL4/CSF3R/CCL3/CXCL10/CXCL1/CD177/CCL23/CCL3L3/CXCL2/S100A9/CCL2/S100A8/FCER1G/CCL4L1/XCL2/EDN1/TNFAIP6/S100A12/LGALS3/CCL14",37
"GO:0071674","GO:0071674","mononuclear cell migration","45/699","206/18903",2.09826263089768e-22,5.96037728589373e-20,4.67415609751287e-20,"LGMN/CCR7/PLA2G7/CCL5/FUT7/RIPK3/C3AR1/CCR1/CXCR1/CCL7/C5AR1/CXCR2/CCL13/CCL8/CXCL11/FPR2/CXCL13/CSF1R/CCL4/CCL3/CXCL10/AIF1/IL6/ALOX5/CCL23/CCL3L3/CXCR4/CCL2/GPR183/CCL4L1/ADTRP/THBS1/TNF/XCL2/APOD/CX3CR1/KLRK1/DUSP1/GPR15/SERPINE1/RARRES2/S100A12/LGALS3/CCL14/CCR2",45
"GO:0006959","GO:0006959","humoral immune response","55/699","320/18903",8.18578952850252e-22,2.1884949062967e-19,1.71622807080554e-19,"CCR7/RGCC/C1QB/LYZ/EBI3/CXCL3/IL1B/IFNG/VSIG4/CCL13/FCN1/RNASE6/CXCL11/CD83/CXCL9/CXCL5/C1QC/BLNK/CXCL13/CFP/CXCL10/CXCL1/IL6/C1QA/ALOX5/CXCL2/MS4A1/S100A9/FCER2/C3/CCL2/TREM2/IGLL1/IL7/IGLL5/CLU/GNLY/GPR183/FCGR2B/TNF/SERPING1/PDCD1/A2M/C1R/SLC11A1/CFD/CFH/SPON2/CFB/C1S/RNASE7/CXCL14/RARRES2/S100A12/MFAP4",55
"GO:0002237","GO:0002237","response to molecule of bacterial origin","58/699","360/18903",1.65388713284467e-21,4.17606501043279e-19,3.27488996012401e-19,"CCR7/PDCD1LG2/NFKBIA/CCL5/TNIP3/PTGER2/SCIMP/SOD2/BTK/C5AR1/HCK/CXCL3/IL1B/CD80/LILRA2/FASLG/CXCL11/IRF8/CXCL9/CXCL5/CD86/CXCL13/STAP1/CD14/CCL3/CXCL10/LY86/CXCL1/IL6/CNR2/HAVCR2/NLRP3/CXCL2/MRC1/CD180/S100A9/CCL2/TREM2/S100A8/CMPK2/VCAM1/FCGR2B/TNF/THBD/SLC11A1/NR1H3/SPON2/FOS/HAMP/CX3CR1/KLRK1/CD68/EDN1/XBP1/ALPL/SERPINE1/SELE/MIR21",58
"GO:0032496","GO:0032496","response to lipopolysaccharide","56/699","339/18903",2.46481267588778e-21,5.89609137468944e-19,4.62374278147147e-19,"CCR7/PDCD1LG2/NFKBIA/CCL5/TNIP3/PTGER2/SCIMP/SOD2/BTK/HCK/CXCL3/IL1B/CD80/LILRA2/FASLG/CXCL11/IRF8/CXCL9/CXCL5/CD86/CXCL13/STAP1/CD14/CCL3/CXCL10/LY86/CXCL1/IL6/CNR2/HAVCR2/NLRP3/CXCL2/MRC1/CD180/S100A9/CCL2/TREM2/S100A8/CMPK2/VCAM1/TNF/THBD/SLC11A1/NR1H3/SPON2/FOS/HAMP/CX3CR1/KLRK1/CD68/EDN1/XBP1/ALPL/SERPINE1/SELE/MIR21",56
"GO:0002685","GO:0002685","regulation of leukocyte migration","46/699","231/18903",4.076645594968e-21,9.26417711456478e-19,7.26501157082192e-19,"LGMN/CCR7/PLA2G7/CCL5/FUT7/RIPK3/CD74/C3AR1/CCR1/CCL7/C5AR1/CD300A/CXCR2/CCL8/FPR2/CXCL13/CSF1R/STAP1/CCL4/CCL3/CXCL10/AIF1/IL6/CCL2/TREM2/TNFRSF18/ADTRP/THBS1/TNF/LYVE1/XCL2/APOD/P2RY12/CX3CR1/KLRK1/DUSP1/EDN1/PTN/TNFAIP6/SERPINE1/GPR18/RARRES2/LGALS3/HMOX1/SELE/CCR2",46
"GO:0001819","GO:0001819","positive regulation of cytokine production","67/699","486/18903",7.56903005318517e-21,1.63815436151079e-18,1.28464840902682e-18,"CCR7/RGCC/TXK/LILRA5/CD40/IL18R1/CD74/C3AR1/SCIMP/BTK/EREG/RSAD2/EBI3/C5AR1/CD2/IL1B/CD80/TYROBP/IFNG/IL2/FCN1/LILRA2/OSM/CD83/CLEC5A/IRF8/CD86/CSF1R/MNDA/CD14/CCL3/AIF1/FCGR3A/IL6/LTB/BATF/HAVCR2/NLRP3/C3/TREM2/KIR2DL4/FCER1G/IL7/CLU/THBS1/TNF/SLC11A1/FGR/SPON2/TIGIT/ISG15/KLRK1/CYP1B1/TNFRSF8/HSPA1A/IL21/FFAR3/XBP1/HYAL2/CD40LG/SERPINE1/HMOX1/CD244/MIR21/HSPA1B/IL17B/CCR2",67
"GO:0002253","GO:0002253","activation of immune response","59/699","397/18903",4.44793532814648e-20,9.18903003019352e-18,7.20608087134162e-18,"CCR7/RGCC/TXK/LAT2/C1QB/C3AR1/BTK/C5AR1/CD300A/HCK/CD8A/IL1B/TYROBP/VSIG4/FCN1/LILRA2/LILRB4/CD3D/FPR2/C1QC/BLNK/CTLA4/BANK1/STAP1/CD247/FPR3/MNDA/CFP/CD8B/FPR1/NCR3/FCRL3/C1QA/MS4A1/LCK/CD19/C3/TREM2/IGLL1/FCER1G/BTNL8/IGLL5/CLU/GPR33/FCGR2B/SERPING1/A2M/C1R/CFD/KLRC3/CFH/FGR/CD79A/CFB/KLRK1/C1S/LGALS3/KLRC2/MFAP4",59
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","60/699","414/18903",7.54347358241374e-20,1.49065597530741e-17,1.16897947597496e-17,"TNFAIP8L2/CCR7/PDCD1LG2/CCL5/FUT7/IGF2/CD74/IL2RA/EBI3/CD300A/IL1B/CD80/IFNG/VSIG4/IL2/LILRB4/CD83/CD86/CTLA4/OLR1/FGL2/IL4I1/AIF1/IL6/CD177/SELL/TNFRSF13C/ALOX5/ICOS/HAVCR2/NLRP3/IL7R/LRRC32/S100A9/LCK/ADORA2A/ZBTB16/CCL2/S100A8/IL7/VCAM1/ADTRP/FCGR2B/TNF/SLC39A8/TIGIT/CX3CR1/CD70/KLRK1/SIRPB1/IL21/XBP1/CD40LG/LGALS3/CLEC4M/WNT10B/SELE/MIR21/TSPAN32/CCR2",60
"GO:0002274","GO:0002274","myeloid leukocyte activation","45/699","237/18903",8.137729432004e-20,1.54108251118576e-17,1.2085242042441e-17,"LAT2/CCL5/CD74/BTK/C5AR1/CD300A/CXCR2/CD2/TYROBP/IFNG/DNASE1L3/VSIG4/LILRA2/LILRB4/STAP1/CCL3/AIF1/FCGR3A/IL6/CD177/C1QA/CNR2/BATF/HAVCR2/TREM2/FCER1G/CST7/CLU/FCGR2B/THBS1/HAVCR1/TNF/SLC11A1/FGR/NR1H3/PTGDR/HAMP/CX3CR1/UBD/HYAL2/PLA2G2A/S100A12/HMOX1/TSPAN32/CCR2",45
"GO:0002449","GO:0002449","lymphocyte mediated immunity","56/699","367/18903",1.17720845223379e-19,2.14016496616103e-17,1.67832750284784e-17,"CD40/FUT7/C1QB/RIPK3/IL18R1/CD74/BTK/RSAD2/NKG7/CD8A/CD2/IL1B/FCGR1A/GZMB/IL2/NCR1/LILRB4/C1QC/PRF1/IL4I1/FCGR3A/IL9R/IL6/NCR3/C1QA/BATF/HAVCR2/NLRP3/TNFSF13/IL7R/FCER2/CD19/C3/TREM2/KIR2DL4/IGLL1/FCER1G/IGLL5/CLU/KLRB1/FCGR2B/TNF/SERPING1/C1R/KLRC3/GAPT/CD70/KLRK1/CD1C/C1S/CD1E/KIR3DL1/IL21/CD40LG/KLRC2/CCR2",56
"GO:0002683","GO:0002683","negative regulation of immune system process","62/699","449/18903",2.15300572492375e-19,3.76361962299172e-17,2.95144833384285e-17,"TNFAIP8L2/PDCD1LG2/FSTL3/CD74/BTK/IL2RA/CD300A/HCK/CD80/TYROBP/VSIG4/IL2/LILRB4/TMEM176A/C1QC/CD86/CTLA4/BANK1/FGL2/STAP1/MNDA/TMEM176B/IL4I1/CCL3/FCRL3/CNR2/HAVCR2/IL7R/LRRC32/ADORA2A/CCL2/TREM2/TNFRSF13B/KIR2DL4/TMEM178A/CST7/ADTRP/FCGR2B/THBS1/LST1/TNF/SERPING1/PDCD1/A2M/FGR/NR1H3/APOD/ZNF675/TIGIT/ISG15/CX3CR1/KLRK1/INHBA/CD68/DUSP1/TNFAIP6/GPR18/LGALS3/HMOX1/MIR21/TSPAN32/CCR2",62
"GO:0002548","GO:0002548","monocyte chemotaxis","25/699","71/18903",2.07770621636946e-18,3.49747213088859e-16,2.74273420999103e-16,"LGMN/PLA2G7/CCL5/CCR1/CCL7/CCL13/CCL8/FPR2/CCL4/CCL3/CXCL10/AIF1/IL6/CCL23/CCL3L3/CCL2/CCL4L1/XCL2/CX3CR1/DUSP1/SERPINE1/S100A12/LGALS3/CCL14/CCR2",25
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","48/699","293/18903",2.74308715053176e-18,4.45261824970245e-16,3.49176432018818e-16,"LAT2/CD40/SEMA4A/IL18R1/CD74/BTK/NKG7/CD300A/CD80/TYROBP/IFNG/DNASE1L3/IL2/LILRA2/IRF8/CD86/FGL2/CCL3/FCGR3A/IL6/CD177/BATF/HAVCR2/NLRP3/TNFSF13/CD180/CD19/TREM2/FCER1G/ITM2A/GPR183/FCGR2B/SLC11A1/FGR/GAPT/PTGDR/CX3CR1/CD1C/RORC/IL21/XBP1/CD40LG/LGALS3/KLRC2/HMOX1/CD244/MIR21/CCR2",48
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","32/699","127/18903",3.00223227227396e-18,4.70522264740867e-16,3.68985788527028e-16,"LGMN/CCR7/PLA2G7/CCL5/CD74/C3AR1/CCR1/CCL7/C5AR1/CXCR2/FPR2/CXCL13/CSF1R/STAP1/CCL4/CCL3/CXCL10/AIF1/IL6/CCL2/THBS1/XCL2/CX3CR1/KLRK1/DUSP1/EDN1/PTN/TNFAIP6/SERPINE1/GPR18/RARRES2/CCR2",32
"GO:0002263","GO:0002263","cell activation involved in immune response","48/699","297/18903",4.85161245885844e-18,7.35019287517053e-16,5.76405606515603e-16,"LAT2/CD40/SEMA4A/IL18R1/CD74/BTK/NKG7/CD300A/CD80/TYROBP/IFNG/DNASE1L3/IL2/LILRA2/IRF8/CD86/FGL2/CCL3/FCGR3A/IL6/CD177/BATF/HAVCR2/NLRP3/TNFSF13/CD180/CD19/TREM2/FCER1G/ITM2A/GPR183/FCGR2B/SLC11A1/FGR/GAPT/PTGDR/CX3CR1/CD1C/RORC/IL21/XBP1/CD40LG/LGALS3/KLRC2/HMOX1/CD244/MIR21/CCR2",48
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","34/699","148/18903",5.94453683503046e-18,8.71545803716563e-16,6.83470347144759e-16,"LGMN/CCR7/PLA2G7/CCL5/FUT7/CD74/C3AR1/CCR1/CCL7/C5AR1/CXCR2/CCL8/FPR2/CXCL13/CSF1R/CCL4/CCL3/CXCL10/AIF1/IL6/TREM2/TNFRSF18/THBS1/TNF/LYVE1/XCL2/P2RY12/CX3CR1/EDN1/PTN/SERPINE1/RARRES2/LGALS3/CCR2",34
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","42/699","234/18903",1.23092203265817e-17,1.74829394950981e-15,1.37102039558571e-15,"PDCD1LG2/NFKBIA/CCL5/TNIP3/SCIMP/HCK/CXCL3/IL1B/CD80/LILRA2/CXCL11/IRF8/CXCL9/CXCL5/CD86/CXCL13/STAP1/CD14/CCL3/CXCL10/LY86/CXCL1/IL6/HAVCR2/NLRP3/CXCL2/MRC1/CD180/CCL2/TREM2/CMPK2/FCGR2B/TNF/NR1H3/SPON2/HAMP/CX3CR1/KLRK1/CD68/XBP1/SERPINE1/MIR21",42
"GO:0071216","GO:0071216","cellular response to biotic stimulus","44/699","261/18903",2.40641100099673e-17,3.31428424228186e-15,2.59907740011959e-15,"PDCD1LG2/NFKBIA/CCL5/TNIP3/SCIMP/BTK/HCK/CXCL3/IL1B/CD80/LILRA2/CXCL11/IRF8/CXCL9/CXCL5/CD86/CXCL13/STAP1/CD14/CCL3/CDA/CXCL10/LY86/CXCL1/IL6/HAVCR2/NLRP3/CXCL2/MRC1/CD180/CCL2/TREM2/CMPK2/FCGR2B/TNF/NR1H3/SPON2/HAMP/CX3CR1/KLRK1/CD68/XBP1/SERPINE1/MIR21",44
"GO:0070661","GO:0070661","leukocyte proliferation","51/699","348/18903",3.09089196502786e-17,4.1317952885446e-15,3.24017343454623e-15,"PDCD1LG2/CCL5/CD40/RIPK3/IGF2/CD74/BTK/IL2RA/EBI3/CD300A/IL1B/CD80/TYROBP/VSIG4/IL2/CCL8/LILRB4/CD86/CTLA4/CSF1R/MNDA/IL4I1/AIF1/FCGR3A/IL6/FCRL3/TNFRSF13C/HAVCR2/MS4A1/IL7R/CD180/LRRC32/CD19/TREM2/TNFRSF13B/IL7/VCAM1/CLU/GPR183/FCGR2B/LST1/SLC11A1/GAPT/CD79A/CD70/IL21/CD40LG/LGALS3/MIR21/TSPAN32/CCR2",51
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","40/699","222/18903",6.46599499598948e-17,8.39655635907776e-15,6.58461926508883e-15,"PDCD1LG2/NFKBIA/CCL5/TNIP3/SCIMP/HCK/CXCL3/IL1B/CD80/LILRA2/CXCL11/IRF8/CXCL9/CXCL5/CD86/CXCL13/STAP1/CD14/CCL3/CXCL10/LY86/CXCL1/IL6/HAVCR2/NLRP3/CXCL2/MRC1/CD180/CCL2/CMPK2/TNF/NR1H3/SPON2/HAMP/CX3CR1/KLRK1/CD68/XBP1/SERPINE1/MIR21",40
"GO:0046651","GO:0046651","lymphocyte proliferation","47/699","305/18903",7.58275992962418e-17,9.57323441115053e-15,7.50737576658113e-15,"PDCD1LG2/CCL5/CD40/RIPK3/IGF2/CD74/BTK/IL2RA/EBI3/CD300A/IL1B/CD80/TYROBP/VSIG4/IL2/LILRB4/CD86/CTLA4/MNDA/IL4I1/AIF1/FCGR3A/IL6/FCRL3/TNFRSF13C/HAVCR2/MS4A1/IL7R/CD180/LRRC32/CD19/TNFRSF13B/IL7/VCAM1/GPR183/FCGR2B/LST1/SLC11A1/GAPT/CD79A/CD70/IL21/CD40LG/LGALS3/MIR21/TSPAN32/CCR2",47
"GO:0031349","GO:0031349","positive regulation of defense response","47/699","307/18903",9.8681058936054e-17,1.21217679152531e-14,9.50594781102358e-15,"CCR7/NFKBIA/TXK/PLA2G7/CCL5/LILRA5/LGALS2/BTK/EREG/NKG7/HCK/IL1B/FCGR1A/TYROBP/IFNG/IL2/FCN1/LILRA2/OSM/FPR2/STAP1/MNDA/CCL3/IL6/NCR3/ALOX5AP/HAVCR2/NLRP3/S100A9/C3/TREM2/S100A8/KIR2DL4/TNF/KLRC3/COCH/KLRK1/NINJ1/IL21/FFAR3/HYAL2/SERPINE1/PLA2G2A/S100A12/KLRC2/MIR21/CCR2",47
"GO:0050867","GO:0050867","positive regulation of cell activation","59/699","467/18903",1.17428415097199e-16,1.4045056489915e-14,1.10141998204741e-14,"CCR7/PDCD1LG2/CCL5/LILRA5/CD40/IGF2/CD74/BTK/IL2RA/EBI3/CD2/IL1B/CD80/TYROBP/IFNG/IL2/LILRA2/LILRB4/PLEK/CD83/CD86/STAP1/IL4I1/CCL3/AIF1/FCGR3A/IL6/CD177/FCRL3/TNFRSF13C/ICOS/HAVCR2/NLRP3/TNFSF13/IL7R/LCK/ZBTB16/CCL2/TREM2/IGLL1/IL7/VCAM1/IGLL5/GPR183/THBS1/HAVCR1/TNF/FGR/HAMP/CD70/KLRK1/SIRPB1/IL21/XBP1/CD40LG/KLRC2/WNT10B/MIR21/CCR2",59
"GO:0032943","GO:0032943","mononuclear cell proliferation","47/699","312/18903",1.88718335669818e-16,2.19929445030595e-14,1.72469712436708e-14,"PDCD1LG2/CCL5/CD40/RIPK3/IGF2/CD74/BTK/IL2RA/EBI3/CD300A/IL1B/CD80/TYROBP/VSIG4/IL2/LILRB4/CD86/CTLA4/MNDA/IL4I1/AIF1/FCGR3A/IL6/FCRL3/TNFRSF13C/HAVCR2/MS4A1/IL7R/CD180/LRRC32/CD19/TNFRSF13B/IL7/VCAM1/GPR183/FCGR2B/LST1/SLC11A1/GAPT/CD79A/CD70/IL21/CD40LG/LGALS3/MIR21/TSPAN32/CCR2",47
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","52/699","377/18903",2.06431103766885e-16,2.34557341655123e-14,1.8394097825123e-14,"TNFAIP8L2/CCR7/PDCD1LG2/CCL5/FUT7/IGF2/CD74/IL2RA/EBI3/CD300A/IL1B/CD80/IFNG/VSIG4/IL2/LILRB4/CD83/CD86/CTLA4/FGL2/IL4I1/AIF1/IL6/TNFRSF13C/ALOX5/ICOS/HAVCR2/NLRP3/IL7R/LRRC32/LCK/ADORA2A/ZBTB16/CCL2/IL7/VCAM1/ADTRP/FCGR2B/TNF/TIGIT/CD70/KLRK1/SIRPB1/IL21/XBP1/CD40LG/LGALS3/WNT10B/SELE/MIR21/TSPAN32/CCR2",52
