"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","4/26","218/18903",0.00021078185848497,0.0150804838752428,0.00861280895436193,"KIT/FBN1/BMP4/IL23A",4
"GO:0033157","GO:0033157","regulation of intracellular protein transport","4/26","225/18903",0.000237836427970747,0.0159059306167413,0.00908424045121185,"ITGAM/CD36/HSPA1L/BMP4",4
"GO:0071229","GO:0071229","cellular response to acid chemical","3/26","89/18903",0.000242530072936335,0.0159059306167413,0.00908424045121185,"COL1A2/MMP2/COL4A1",3
"GO:0060348","GO:0060348","bone development","4/26","233/18903",0.000271727694011385,0.0171079756149568,0.00977075581834622,"KIT/FBN1/BGN/BMP4",4
"GO:0030593","GO:0030593","neutrophil chemotaxis","3/26","106/18903",0.000405670156462585,0.0243660240500406,0.0139159931376545,"CCL18/CCL20/IL23A",3
"GO:0002699","GO:0002699","positive regulation of immune effector process","4/26","261/18903",0.000417968646347584,0.0243660240500406,0.0139159931376545,"ITGAM/KIT/CD36/IL23A",4
"GO:0071347","GO:0071347","cellular response to interleukin-1","3/26","111/18903",0.000464309981557958,0.0254941010647271,0.0145602636991085,"CCL18/MMP2/CCL20",3
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","3/26","113/18903",0.000489208373579562,0.0254941010647271,0.0145602636991085,"ITGAM/CCN2/FN1",3
"GO:0002320","GO:0002320","lymphoid progenitor cell differentiation","2/26","24/18903",0.000492831150339158,0.0254941010647271,0.0145602636991085,"KIT/BMP4",2
"GO:0061448","GO:0061448","connective tissue development","4/26","274/18903",0.000502107454260825,0.0254941010647271,0.0145602636991085,"CCN2/CDK4/BGN/BMP4",4
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","2/26","26/18903",0.000579345911439824,0.0284965770189463,0.0162750463279477,"MMP2/BMP4",2
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","2/26","27/18903",0.000625164771782824,0.0297051576941983,0.0169652943695883,"CCN2/BMP4",2
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","2/26","28/18903",0.00067268539868803,0.0297051576941983,0.0169652943695883,"CCN2/BMP4",2
"GO:0060512","GO:0060512","prostate gland morphogenesis","2/26","28/18903",0.00067268539868803,0.0297051576941983,0.0169652943695883,"MMP2/BMP4",2
"GO:0001704","GO:0001704","formation of primary germ layer","3/26","127/18903",0.000687732747771224,0.0297051576941983,0.0169652943695883,"FN1/MMP2/BMP4",3
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","3/26","130/18903",0.000736023602334012,0.0297051576941983,0.0169652943695883,"CCN2/GADD45G/BMP4",3
"GO:0071621","GO:0071621","granulocyte chemotaxis","3/26","130/18903",0.000736023602334012,0.0297051576941983,0.0169652943695883,"CCL18/CCL20/IL23A",3
"GO:1990266","GO:1990266","neutrophil migration","3/26","130/18903",0.000736023602334012,0.0297051576941983,0.0169652943695883,"CCL18/CCL20/IL23A",3
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","3/26","132/18903",0.000769389377751244,0.0302754720145115,0.0172910139105148,"CCN2/GADD45G/BMP4",3
"GO:1900745","GO:1900745","positive regulation of p38MAPK cascade","2/26","31/18903",0.000825413870933615,0.0316878398255978,0.0180976494422929,"GADD45G/BMP4",2
"GO:0003180","GO:0003180","aortic valve morphogenesis","2/26","32/18903",0.000879697596687195,0.0329677146948963,0.01882861522734,"ELN/BMP4",2
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","3/26","140/18903",0.000912463416639459,0.0333205429140624,0.0190301234859956,"ITGAM/KIT/IL23A",3
"GO:0070555","GO:0070555","response to interleukin-1","3/26","141/18903",0.00093145100903351,0.0333205429140624,0.0190301234859956,"CCL18/MMP2/CCL20",3
"GO:0061081","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","2/26","34/18903",0.000993300153511206,0.0339881400353617,0.0194114034576332,"KIT/CD36",2
"GO:0090322","GO:0090322","regulation of superoxide metabolic process","2/26","34/18903",0.000993300153511206,0.0339881400353617,0.0194114034576332,"ITGAM/CD36",2
"GO:0032386","GO:0032386","regulation of intracellular transport","4/26","336/18903",0.00107598978456352,0.0357756156202983,0.0204322716108706,"ITGAM/CD36/HSPA1L/BMP4",4
"GO:0018149","GO:0018149","peptide cross-linking","2/26","36/18903",0.00111358712782263,0.0357756156202983,0.0204322716108706,"FN1/BGN",2
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","3/26","150/18903",0.0011137262804286,0.0357756156202983,0.0204322716108706,"MMP2/CD36/CHUK",3
"GO:0003176","GO:0003176","aortic valve development","2/26","37/18903",0.0011762264055224,0.0370276072458453,0.0211473126382344,"ELN/BMP4",2
"GO:0097530","GO:0097530","granulocyte migration","3/26","158/18903",0.00129347408979617,0.0395459896372357,0.0225856183710287,"CCL18/CCL20/IL23A",3
"GO:0097242","GO:0097242","amyloid-beta clearance","2/26","39/18903",0.00130647488001033,0.0395459896372357,0.0225856183710287,"ITGAM/CD36",2
"GO:0032965","GO:0032965","regulation of collagen biosynthetic process","2/26","40/18903",0.00137407543594812,0.0397285262430536,0.0226898691978652,"CCN2/BMP4",2
"GO:0098751","GO:0098751","bone cell development","2/26","40/18903",0.00137407543594812,0.0397285262430536,0.0226898691978652,"KIT/FBN1",2
"GO:0001655","GO:0001655","urogenital system development","4/26","360/18903",0.00138822677469374,0.0397285262430536,0.0226898691978652,"MMP2/FBN1/COL4A1/BMP4",4
"GO:0045787","GO:0045787","positive regulation of cell cycle","4/26","362/18903",0.00141682054361586,0.0398227774223457,0.0227436982001493,"BIRC5/CCN2/CDK4/ASNS",4
"GO:1905314","GO:1905314","semi-lunar valve development","2/26","41/18903",0.00144332112372447,0.039855920153374,0.022762626771204,"ELN/BMP4",2
"GO:0010453","GO:0010453","regulation of cell fate commitment","2/26","42/18903",0.00151420764280989,0.0403959801658096,0.0230710673855423,"BMP4/IL23A",2
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","2/26","42/18903",0.00151420764280989,0.0403959801658096,0.0230710673855423,"CD36/IL23A",2
"GO:0051150","GO:0051150","regulation of smooth muscle cell differentiation","2/26","43/18903",0.0015867307006108,0.0414169315257986,0.0236541560376059,"KIT/BMP4",2
"GO:0002697","GO:0002697","regulation of immune effector process","4/26","379/18903",0.00167678141302137,0.0414169315257986,0.0236541560376059,"ITGAM/KIT/CD36/IL23A",4
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","3/26","175/18903",0.00173376664228982,0.0414169315257986,0.0236541560376059,"MMP2/ELN/BMP4",3
"GO:0010712","GO:0010712","regulation of collagen metabolic process","2/26","45/18903",0.00173666930159003,0.0414169315257986,0.0236541560376059,"CCN2/BMP4",2
"GO:0030574","GO:0030574","collagen catabolic process","2/26","45/18903",0.00173666930159003,0.0414169315257986,0.0236541560376059,"MMP1/MMP2",2
"GO:0046427","GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","2/26","45/18903",0.00173666930159003,0.0414169315257986,0.0236541560376059,"KIT/IL23A",2
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","2/26","45/18903",0.00173666930159003,0.0414169315257986,0.0236541560376059,"GADD45G/BMP4",2
"GO:0048659","GO:0048659","smooth muscle cell proliferation","3/26","179/18903",0.00184936628616137,0.0434463064838506,0.0248131784506176,"MMP2/ELN/BMP4",3
"GO:0150063","GO:0150063","visual system development","4/26","392/18903",0.00189682643723956,0.0439059531208097,0.0250756931486468,"ITGAM/FBN1/COL4A1/BMP4",4
"GO:0048880","GO:0048880","sensory system development","4/26","398/18903",0.00200486948370335,0.0449463782491393,0.0256699037148164,"ITGAM/FBN1/COL4A1/BMP4",4
"GO:0035987","GO:0035987","endodermal cell differentiation","2/26","49/18903",0.00205599697200637,0.0449463782491393,0.0256699037148164,"FN1/MMP2",2
"GO:0045933","GO:0045933","positive regulation of muscle contraction","2/26","49/18903",0.00205599697200637,0.0449463782491393,0.0256699037148164,"KIT/CCN2",2
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","2/26","49/18903",0.00205599697200637,0.0449463782491393,0.0256699037148164,"KIT/IL23A",2
"GO:0032964","GO:0032964","collagen biosynthetic process","2/26","50/18903",0.00213985627221347,0.0455153212495135,0.0259948400635889,"CCN2/BMP4",2
"GO:0061082","GO:0061082","myeloid leukocyte cytokine production","2/26","50/18903",0.00213985627221347,0.0455153212495135,0.0259948400635889,"KIT/CD36",2
"GO:0030099","GO:0030099","myeloid cell differentiation","4/26","407/18903",0.00217486150130096,0.0456430933739694,0.0260678136436634,"KIT/FBN1/BMP4/IL23A",4
"GO:0030850","GO:0030850","prostate gland development","2/26","51/18903",0.00222531805459637,0.0460875081307195,0.0263216290668324,"MMP2/BMP4",2
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","3/26","193/18903",0.00229159331126633,0.046843738596535,0.026753529566937,"KIT/CD36/IL23A",3
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","3/26","195/18903",0.00235965925253461,0.0472403082752449,0.0269800195727006,"CCN2/GADD45G/BMP4",3
"GO:0007369","GO:0007369","gastrulation","3/26","196/18903",0.00239415944436316,0.0472403082752449,0.0269800195727006,"FN1/MMP2/BMP4",3
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","2/26","53/18903",0.00240103218679771,0.0472403082752449,0.0269800195727006,"FN1/CDK4",2
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","3/26","198/18903",0.00246409927564675,0.0474234773748683,0.0270846316312028,"CCN2/GADD45G/BMP4",3
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","2/26","54/18903",0.0024912761165898,0.0474234773748683,0.0270846316312028,"CCN2/BMP4",2
"GO:0051216","GO:0051216","cartilage development","3/26","201/18903",0.00257137250038933,0.0474234773748683,0.0270846316312028,"CCN2/BGN/BMP4",3
"GO:0003179","GO:0003179","heart valve morphogenesis","2/26","55/18903",0.00258310568848056,0.0474234773748683,0.0270846316312028,"ELN/BMP4",2
"GO:1904645","GO:1904645","response to amyloid-beta","2/26","55/18903",0.00258310568848056,0.0474234773748683,0.0270846316312028,"MMP2/CD36",2
"GO:0001503","GO:0001503","ossification","4/26","429/18903",0.0026320988982403,0.0474234773748683,0.0270846316312028,"CCN2/COL1A2/MMP2/BMP4",4
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","2/26","56/18903",0.00267651671192143,0.0474234773748683,0.0270846316312028,"BIRC5/BMP4",2
"GO:0000302","GO:0000302","response to reactive oxygen species","3/26","204/18903",0.00268150539159039,0.0474234773748683,0.0270846316312028,"MMP2/CD36/CHUK",3
"GO:0031032","GO:0031032","actomyosin structure organization","3/26","204/18903",0.00268150539159039,0.0474234773748683,0.0270846316312028,"CCN2/ELN/KRT19",3
"GO:0038066","GO:0038066","p38MAPK cascade","2/26","57/18903",0.00277150500412781,0.0484705430721909,0.027682634778072,"GADD45G/BMP4",2
"GO:0001541","GO:0001541","ovarian follicle development","2/26","58/18903",0.00286806639006684,0.0490688749778826,0.0280243558022549,"KIT/MMP2",2
"GO:0001706","GO:0001706","endoderm formation","2/26","58/18903",0.00286806639006684,0.0490688749778826,0.0280243558022549,"FN1/MMP2",2
"GO:0001755","GO:0001755","neural crest cell migration","2/26","59/18903",0.00296619670244527,0.0491451958910406,0.0280679444198146,"FN1/BMP4",2
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","2/26","59/18903",0.00296619670244527,0.0491451958910406,0.0280679444198146,"ITGAM/IL23A",2
"GO:0042306","GO:0042306","regulation of protein import into nucleus","2/26","59/18903",0.00296619670244527,0.0491451958910406,0.0280679444198146,"CD36/BMP4",2
